"AÑO","CODIGOOBJETODELGASTO","CODIGOAUXILIAR","NOMBREOBJETODELGASTO","CODIGOGRUPO","CODIGOSUBGRUPO"
2016,31,8,"Encuestadores Temporales del INE",0,3
2016,31,9,"Contrato de Trabajo A 92 L19121",0,3
2016,32,0,"Retribuciones de técnicos",0,3
2016,33,0,"Técnicos contratados c/func.alta prioridad",0,3
2016,34,0,"Contratados",0,3
2016,34,1,"Contratación Directores y Gerentes Inciso 07",0,3
2016,35,0,"Retribución cuidadores",0,3
2016,36,0,"Reincorporados y postergados A.9 L.15783",0,3
2016,36,1,"Excedentarios reincorporados",0,3
2016,37,0,"Suplencias",0,3
2016,38,0,"Personal alta especializacion estratégica A.714-716 L.16736",0,3
2016,39,0,"Junta Asesora  Ec.y Finan.A4L17060, URSEA y URSEC A5L17598",0,3
2016,41,0,"Sueldos progresivos",0,4
2016,41,1,"Sueldos progresivos-TCA Art.169 Ley16.462",0,4
2016,41,3,"Permanencia en el grado escalafón militar",0,4
2016,41,4,"Diferencia de ascenso a oficial-MDN(inc.final art7L14800)",0,4
2016,41,6,"Prima por permanencia en el cargo  A2L11021",0,4
2016,41,7,"Progresivos p/antigüedad docente-UDELAR (Univ. Rep. L12549",0,4
2016,41,8,"Diferencia de pasividad militar a reincorporados A184L14157",0,4
2016,42,0,"Compensaciones",0,4
2016,42,1,"Compensaciones congeladas",0,4
2016,42,2,"Compensación diaria por permanencia",0,4
2016,42,4,"Retribución Complementaria obreros y encargados S.C.R.A.",0,4
2016,42,5,"Compensación Personal Superior-MI  L.16.170 A.148",0,4
2016,42,9,"Compensación retribuir oblig.permanenciaA118L16320e inc.1y2A",0,4
2016,42,10,"Prima técnica, con aportes MD (MIsin aportes)",0,4
2016,42,12,"Compensación al cargo escalafón militar",0,4
2016,42,13,"Compensación por dedicacion especial",0,4
2016,42,14,"Compensación por permanencia a la orden",0,4
2016,42,15,"Compensación por asiduidad",0,4
2016,42,16,"Dedicación exclusiva",0,4
2016,42,17,"Asiduidad Convenio COFE-MEF",0,4
2016,42,18,"Compensaciones específicas s/disposiciones marco normativo",0,4
2016,42,19,"Compensación por riesgo de vuelo",0,4
2016,42,20,"Compensación personal p/mantenimiento nivel retribributivo",0,4
2016,42,22,"Compensación mensual L.16.226 A.53",0,4
2016,42,23,"Compensación riesgo especial",0,4
2016,42,24,"Compensación Adicional del 30%sobre sueldos funcionarios MDN",0,4
2016,42,25,"Prima técnica (Suboficial,Mayor,Sargento1ros.)L.16.226 A.54",0,4
2016,42,26,"Compensación docente",0,4
2016,42,27,"Compensación docente acumulable",0,4
2016,42,28,"Retribuciones especiales Docentes UDELAR",0,4
2016,42,31,"Retribución encargados pluviométricos-MDN",0,4
2016,42,32,"Aumento sueldo p/actividad.-ANEP-A2 L11021/A577-L.16736",0,4
2016,42,33,"Retribución complementaria, funciones fuera de residencia",0,4
2016,42,34,"Remuneraciòn complementaria por funciones distintas al cargo",0,4
2016,42,35,"Por desempeño de actividades insalubres",0,4
2016,42,37,"Fondo 5% Ley 16.170 Art.169",0,4
2016,42,38,"Compensación personal transitorias, se absorbe con ascenso",0,4
2016,42,39,"Tareas inspectivas",0,4
2016,42,40,"Asistencia directa al menor",0,4
2016,42,41,"Compensación mensual funcionarios del MSP L.16.226 A.278",0,4
2016,42,42,"Compensación choferes",0,4
2016,42,44,"Compensación Personal  A9 L16462(derg.A15L17296)",0,4
2016,42,45,"Compensación 30% p/tareas Dpto. Médico Forense-A472 L16736",0,4
2016,42,46,"Compensación distribución Fondo de Participación",0,4
2016,42,49,"Compensación por atención directa pacientes",0,4
2016,42,50,"Compensación por tareas en Salas de Seguridad L 15903 A.255",0,4
2016,42,52,"Adecuación de retribuciones c/recursos DNLQ A176L16.320",0,4
2016,42,53,"Compensación funcionarios DGIA - inc4A106L17296",0,4
2016,42,54,"Compensación 30% operativa aeroportuaria MDN L.16.226 A.91",0,4
2016,42,55,"Compensación 30% retrib.personal DGIA A118L16170yA92L16226",0,4
2016,42,56,"Incremento 30% a funcionarios-TCA -L.16.320 A.415",0,4
2016,42,57,"Aumento 30% funcionarios-P.J. A390L16320yA150L1646",0,4
2016,42,58,"Retribucion adicional según escala L.16.320 A.392",0,4
2016,42,60,"Compensación mensual 6,95% funcionarios ASSE L.16.462 A.103",0,4
2016,42,61,"Compensación mensual s/escala MSP L.16.462 A.103",0,4
2016,42,63,"Compensación mensual-INAME L.16.462 A.215",0,4
2016,42,64,"Compensación mensual porcentual- INAME L.16.462 A.216",0,4
2016,42,65,"Retribución porcentual -Corte Electoral- L.16.462 A.163",0,4
2016,42,67,"Compensensación mensual p/equipo-L16462:A28MDN y inc.3A36MI",0,4
2016,42,68,"Compensación 15%-Serv. Informáticos -T.C.A L.16.462 A.174",0,4
2016,42,71,"Partidas asignadas funcionarios-INAME Arts. 597 y 617 L16736",0,4
2016,42,73,"Servicios de pagaduria de Alquileres Dec706/87art.5 inc3",0,4
2016,42,74,"Partida p/elaboración Pto y Rendición Cuentas A.100 L.15903",0,4
2016,42,75,"Compensación personal excedentario",0,4
2016,42,78,"Compensación Fiscal de Corte y Procurador General Nación",0,4
2016,42,79,"Compensación  funcionarios UDELAR",0,4
2016,42,80,"Retribución Jueces Militares situación retiro.A.168 L.15809",0,4
2016,42,81,"Guardias médicas",0,4
2016,42,82,"Diferencia por superar equiparación",0,4
2016,42,84,"INAME-  A.603 Ley16736 y Res.31/12/96",0,4
2016,42,86,"Compensación por reestructura reforma del Estado - MSP",0,4
2016,42,87,"Incentivo al rendimiento L16170 A19",0,4
2016,42,88,"Compens. desemp.secretar./asesoram.pers.espec.",0,4
2016,42,90," Mayor Resp.y Espec.Ref.Estado. D468/97A12litC)1;(042102)",0,4
2016,42,91,"Jefes Casa Militar",0,4
2016,42,93,"Prima Técnica,  sin aportes.",0,4
2016,42,94,"Prima Técnica Altos Ejecutivos",0,4
2016,42,98,"Compens.a la persona c/crédito p/economías PJ 465 L17296",0,4
2016,42,101,"Compensación pers.trans.(no)absorbe c/n asc,var.t.suel",0,4
2016,42,102,"Compensación (origen 042/090) - A4 L17904",0,4
2016,42,103,"Mayor Resp.y espec. Esc.K-MDN Dto474/005 y CGN 12/01/06",0,4
2016,42,105,"Compensación Personal Transitoria A.7 Ley 17.930",0,4
2016,42,106,"Compensación Personal Func.DGI redistribuidos",0,4
2016,42,108,"Compensación.Directores Hospitales,Institutos y Ctros Salud",0,4
2016,42,109,"Contribución comisiones de apoyo -A104 L18046 24/10/2006",0,4
2016,42,113,"Servicio de vigilancia c/aportes",0,4
2016,42,114,"Reintegro aportes por cambio de rég.aportes-Serv.Vig.MI",0,4
2016,42,116,"Comp.p/Especialidades Médicas-MI",0,4
2016,42,118,"Comp.por asiduidad-NO anestésico-quirúrg.-MI",0,4
2016,42,119,"Comp.por asiduidad-anestésico-quirúrg.-MI",0,4
2016,42,121,"Comp.por asiduidad-técnicos-MI",0,4
2016,42,122,"Compensacion por asignación de funciones",0,4
2016,42,123,"Funciona.Otr.Inc.Comisión o del Inc.p/tarea extrA.562 L18719",0,4
2016,42,124,"Compensación p/licencia antiguedad pers.obrero UE005 MTOP",0,4
2016,42,125,"Prima Seguridad Perimetral Estab.Carcelarios MDN A85L18046",0,4
2016,42,126,"Partida A.3° Ley 19310 Poder Judicial",0,4
2016,42,400,"Compensación al Cargo",0,4
2016,42,401,"Compensación al cargo Escalaf.A y D equiparados Escalaf.I PJ",0,4
2016,42,410,"Compensación al cargo especial",0,4
2016,42,411,"Compensación al cargo especial SIMPLI Inciso 04",0,4
2016,42,412,"Compensación al cargo SIMPLI Inciso 04",0,4
2016,42,500,"Compensación Especial",0,4
2016,42,510,"Compensación especial por funciones especiales",0,4
2016,42,511,"Comp. especial por funciones especialm.encom. (discrecional)",0,4
2016,42,512,"Comp.alim.-Inc.02",0,4
2016,42,513,"Compensación especial  (discrecional)",0,4
2016,42,514,"Comp.especial mayor responsabilidad originada Provisoriatos",0,4
2016,42,515,"Diferencia por aumento especial MSP",0,4
2016,42,516,"Compensación personal UCA",0,4
2016,42,517,"Compensación p/tareas espec.mayor respons.y horario variable",0,4
2016,42,518,"Compensación a la función cargo SIRO",0,4
2016,42,519,"Compensacion Adscriptos calidad func.público",0,4
2016,42,520,"Compensación especial por cumplir condiciones específicas",0,4
2016,42,521,"Compensación especial p/cumplir condiciones específ.(discr.)",0,4
2016,42,522,"Diferencia a Tabla",0,4
2016,42,523,"Fondo participación 100% y Calificación sobre antigüedad",0,4
2016,42,524,"Dedicación exclusiva",0,4
2016,42,525,"Compensación especial p/cumplir condic.especificas MRREE",0,4
2016,42,526,"Compensaciòn especial c/funciones en Cancillería-A166 L18172",0,4
2016,42,527,"Compensación Negociadores comerciales A167 L18172",0,4
2016,42,528,"Compensación especial funcionarios SCRA",0,4
2016,42,529,"Diferencia al mínimo por escalafón",0,4
2016,42,530,"Compensación especial p/horario nocturno/trab.días inhábiles",0,4
2016,42,531,"Compensación sujeta a Compromisos de Gestión",0,4
2016,42,532,"Fondo para Mínimo Salarial",0,4
2016,42,533,"Compensación evaluación desempeño",0,4
2016,42,534,"Compensación Controladores Tránsito Aéreo MDN",0,4
2016,42,535,"Compensación Docentes con Título  MI",0,4
2016,42,536,"Compensación A. 84 L 18834 MDN",0,4
2016,42,537,"Compensación A.103 L 18834 MDN",0,4
2016,42,538,"Compensación A. 104 L 18834 MDN",0,4
2016,42,539,"Compensación especial a cuenta de Reestruc.Organiz.P.Trab.",0,4
2016,42,540,"Funciones Transitorias-Funcionarios con / personal a cargo",0,4
2016,42,541,"Compensación por atención directa pacientes",0,4
2016,42,542,"Compensación p/Especialidades Médicas-MI",0,4
2016,42,543,"Clasifica la partida de 20% del Salario Básico de ASSE",0,4
2016,42,544,"Compensación por asiduidad-NO anestésico-quirúrg.-MI",0,4
2016,42,545,"Compensación por asiduidad-anestésico-quirúrg.-MI",0,4
2016,42,546,"Compensación por niveles de Conducción y Dirección-MI",0,4
2016,42,547,"Compensación por asiduidad-técnicos-MI",0,4
2016,42,548,"Compen.p/servicios en establec.carcelarios,comis.A94 L17930",0,4
2016,42,549,"Equip.Pers.Técnico Médico a sal.básico de ASSE A241 L18719",0,4
2016,42,550,"Compensacion Especial Personal Superior",0,4
2016,42,551,"Compensación Especial p/liquidación haberes",0,4
2016,42,552,"Compensación Especial Directores DGRTID, Interpol, CCU,etc",0,4
2016,42,553,"Compensación Especial por Asiduidad de Vuelo",0,4
2016,42,554,"Compensación desempeño Alta Conducción CO",0,4
2016,42,555,"Compensación Especial Policía Aérea Nacional-MDN",0,4
2016,42,556,"Compensacion Especial  tarea de rescatistas",0,4
2016,42,557,"Compensación Especial inequidades Controlador Transito Aereo",0,4
2016,42,558,"Compensación Personal Militar por tareas específicas",0,4
2016,42,559,"Compensación Especial por tareas prioritarias Pers. Militar",0,4
2016,42,560,"Compensación Especial por tareas prioritarias Pers. Civil",0,4
2016,42,561,"Dedicación exclusiva y operativa",0,4
2016,42,562,"Compensación por horas efectivas de vuelo",0,4
2016,42,563,"Complemento p/alcanzar retribución del Director Policía Nal",0,4
2016,42,610,"Compensación Personal - Se absorbe",0,4
2016,42,611,"Nivel Retributivo Mínimo",0,4
2016,42,612,"SIMPLI Inciso 04",0,4
2016,42,620,"Compensación Personal",0,4
2016,42,630,"Compensación Altos Ejecutivos",0,4
2016,42,710,"Incentivo por Presentismo",0,4
2016,42,720,"Incentivo por Rendimiento, Dedicación y/o Productividad",0,4
2016,42,721,"Incentivo Compromiso de Gestión",0,4
2016,42,722,"Incentivo Compromiso Gestión MI",0,4
2016,42,723,"Incentivo Compromiso Gestión MI",0,4
2016,42,724,"Incentivo Compromiso de Gestión M.I",0,4
2016,42,730,"Otros incentivos",0,4
2016,43,0,"Productividad y dedicación",0,4
2016,43,1,"Incentivo a la productividad-ASSE A.394 L.16736",0,4
2016,43,2,"Incentivo por productividad médica-ASSE  L.16.320 A.307",0,4
2016,43,3,"Complem.mensual a pers.c/dedic.integral a.116 L.16736",0,4
2016,43,4,"Compensación  por Dedicación Integral  MDN",0,4
2016,43,5,"Retrib.mensual situac.excedencia 16226 A82",0,4
2016,43,6,"Compensación por tecnif. y fiscalización DGCasinos",0,4
2016,43,7,"Compen.según acuerdo programa DGCasinos",0,4
2016,43,8,"Compensación p/tareas prior.comet sust A183,193y221L17296",0,4
2016,43,9,"Encuestas-Tareas Ext.func.púb.(A63L17296-A125L15809-A200/1",0,4
2016,43,10,"Grupo p/repres.contrab.y control-MEF  lit.C) A166 L17296",0,4
2016,43,13,"%/tasa-Oficial Actuante matrim.a domic. A418L15809",0,4
2016,43,15,"Comp.Observ.Viático p/día embarque A204y 205 L17296D391/03",0,4
2016,43,16,"Incentivo p/funcionarios por evitar Pérdidas",0,4
2016,43,17,"Trabajo extraord-Convenio Int.Municip.-DNCatastro A114L15903",0,4
2016,43,19,"Suplemento Militar Grupo de Buceo D918/974,268/980,71/005",0,4
2016,43,20,"Por.func.pol ejec.pers su estab.carcelario y comis.",0,4
2016,43,21,"Personal Serv.Seguridad-Inc.02 A62 L17930",0,4
2016,43,23,"Prima p/rend.grupal e indv.-DGI nº1)y2)A23D166/005,A2L17706",0,4
2016,43,24,"Comp.Escolta Presidencial A114 L18172",0,4
2016,44,0,"Antigüedad",0,4
2016,44,1,"Prima por antigüedad",0,4
2016,45,0,"Complementos",0,4
2016,45,1,"Por gastos de represent.fuera país sin aportes A229L16736",0,4
2016,45,2,"Diferencia coef.y tipo de cambio A63a65L12801",0,4
2016,45,3,"Dif.Coef.Tipo Camb.Contrataciones MRREE",0,4
2016,45,5,"Quebrantos de caja",0,4
2016,45,6,"50%MisiónPaz:com.MDNA22L15167-m.of.MDNyMI A102L14157",0,4
2016,45,7,"Reparación p/Sentencias Judiciales y complemento A21L16736",0,4
2016,45,8,"Dif.por aplic % s/dotac.Ministros Corte Electoral A486L17296",0,4
2016,45,9,"Multas, porcentaje para denunciante",0,4
2016,45,10,"Retrib.Adic.Esc.I yPart.conf.""Q""del PJ yequip.M.PúbyFis yTCA",0,4
2016,46,0,"Subrogación y acefalías",0,4
2016,46,1,"Diferencia por subrogación",0,4
2016,46,2,"Distr.econ.p/acefalia M.Sup.Cte.Justicia,T.Cont.Ad",0,4
2016,47,0,"Equiparación",0,4
2016,47,1,"Por equiparación de escalafones",0,4
2016,47,2,"Equipar.SalarialSimil.Responsab.Reforma Estado A.726 L.16736",0,4
2016,47,3,"""Partida por alimentacion sin aportes""",0,4
2016,47,5,"Equip.Pers.Técnico Médico a sal.básico de ASSE A241 L18719",0,4
2016,47,500,"Equiparación a Militares",0,4
2016,48,0,"Aumentos especiales",0,4
2016,48,1,"Compensación por aumentos establecidos en A.vs.L.16736",0,4
2016,48,2,"Aumento especial  Art.2 Dec. 260/90",0,4
2016,48,3,"Aumento especial  Arts. 2 y 3 Dec. 221/993",0,4
2016,48,4,"Aumento Esp. Dec. 180/85",0,4
2016,48,5,"Aum.40%-Corte Electoral exc.esc.p/q - L.16462 A.164",0,4
2016,48,6,"Aumento - Decreto Nro. 26 de 19/01/94",0,4
2016,48,7,"% diferencial del aumento - A.182 L.16713",0,4
2016,48,8,"Adelanto a cuenta de futuros aumentos",0,4
2016,48,9,"Aumento sueldo - partida Dec.203/92",0,4
2016,48,10,"Aum.30%-Trib.Ctas.esc. A al D y F,L16462 A158 y modif",0,4
2016,48,11,"Aumento Corte Electoral 6% A.528 L16736",0,4
2016,48,12,"Compensación del personal escalafon K y Equiparados.",0,4
2016,48,13,"Aumento diferencial A.N.E.P.",0,4
2016,48,14,"Diferencial  aumento policial A. 181 L. 16.713",0,4
2016,48,15,"Aumento MDN A2y MI Art.3Ley 17.269 28/9/2000",0,4
2016,48,16,"Aum.Universidad./Doc.y no doc. partida Ley17296 vigenc.2001",0,4
2016,48,17,"Aum.salarial a partir del 1/5/03 D191/003",0,4
2016,48,18,"Complemento por no alcanzar mínimo Dec.256/004",0,4
2016,48,19,"Partid.p/redist.fun.doc.y no doc.UR y ANEP",0,4
2016,48,21,"Incremento adicional para los func.publ.retr.menor $ 13.000",0,4
2016,48,22,"Recup.salarial Esc.IIalVIIyR A389 Inc.16PJ y A420 Inc.19TCA",0,4
2016,48,23,"Recup.salarial Inc.2al27 A454 L17930ExcpPJ,TCAycargosA388)",0,4
2016,48,24,"Aumento Exclusivo MSP Art 271 lit A Ley 17930",0,4
2016,48,25,"Recup. salarial MSP A104 L18046",0,4
2016,48,26,"Recup.Salarial Enero/2007 A.454 L.17.930",0,4
2016,48,27,"Minimo de $ 850 Decreto Nº22/007",0,4
2016,48,28,"Recup.Salarial Enero/2008",0,4
2016,48,29,"Conv.salariales funcs.médicos,odont.,y profes.asist.ASSE",0,4
2016,48,30,"Conv.salariales funcs.no médicos-ASSE",0,4
2016,48,31,"Recup.Salarial Enero/2009",0,4
2016,48,32,"Recup.Salarial Enero/2010",0,4
2016,48,33,"Diferencia aumento Enero/2010",0,4
2016,48,34,"Incremento Retrib.Sal.a cargos y funciones contratadas MI",0,4
2016,48,35,"Incremento Ret.Sal Lit.C Art. 647 Ley 18.719 Poder Judicial",0,4
2016,48,37,"Incremento Retrib. Salarial INAU",0,4
2016,48,38,"Incremento Ret.Sal.Pers.Subalterno y Superior K y civil equ",0,4
2016,48,39,"Diferencia para alcanzar el minimo",0,4
2016,48,40,"Incremento Salarial Pers.Subalterno K y civ.equiparados",0,4
2016,48,41,"Complemento personal médico en régimen de Alta Dedicación",0,4
2016,51,0,"Dietas",0,5
2016,51,1,"Horas docentes",0,5
2016,51,2,"Horas docentes Retirados Militares",0,5
2016,51,3,"Dietas Secretaría Nacional de Deporte",0,5
2016,52,0,"Por trabajo en días inhábiles y nocturno",0,5
2016,52,1,"Por trabajo en horas nocturnas",0,5
2016,52,2,"Por trabajo en dias inhábiles",0,5
2016,53,0,"Licencias generadas y no gozadas",0,5
2016,53,1,"Licencia generada y no gozada p/jornaleros SCRA",0,5
2016,54,0,"Retribución Técnicos ases.econ.comer.y Aux.Adm.A97L15903",0,5
2016,54,1,"Retribución Curiales",0,5
2016,55,0,"Retribuciones Redistribuído Incor.y Excedentarios-Progs.800.",0,5
2016,55,1,"Incorp.trans.ANSE Inc13Pg701UE3, A33L17243yA12D13/003",0,5
2016,55,2,"Incorp.trans.AFE Inc10 Pg702UE1, A205L17930 Proy.Inv888",0,5
2016,55,3,"Incorp. PLUNA (para reg. 031) Inc2UE008Sev.Civil,Prog.703",0,5
2016,55,4,"Incorp.Ex-INA(para reg.031) enProgs.704 A378L17296",0,5
2016,55,5,"NO VIG.Incorp.Reparacs por V/ Adminis.A21L16736, y S.Jud.",0,5
2016,55,6,"Incorp.al MIE A230 L17296",0,5
2016,57,0,"Becas de trabajo y pasantías",0,5
2016,57,1,"Becas",0,5
2016,57,2,"Pasantías",0,5
2016,57,3,"Empleo Juvenil",0,5
2016,57,4,"Retribuc. p/aspirantes a ingresar al Subescalafón Ejecutivo",0,5
2016,57,5,"Contratos de Trabajo a Término A29a43L17556 D85/003(F11)",0,5
2016,57,6,"Adscriptos Pres.de la República A65 L17930",0,5
2016,57,7,"Contratos Directores y Gerentes",0,5
2016,57,9,"Contratos p/tareas apoyo directo a Ministros o Directores",0,5
2016,57,10,"Adscriptos Art.58 Ley 18719",0,5
2016,57,11,"Adscriptos A57 L18719 de Incisos distinto al que lo contrata",0,5
2016,58,0,"Horas Extras",0,5
2016,58,1,"Horas Extras Comunes",0,5
2016,58,2,"Horas Extras Nocturnas",0,5
2016,59,0,"Sueldo anual complementario",0,5
2016,63,0,"Salario Vacacional",0,6
2016,64,0,"Contribuciones por asistencia médica",0,6
2016,66,0,"Ayuda de arrendamiento",0,6
2016,67,0,"Compensación por alimentación con aportes",0,6
2016,68,0,"Comp.alimentación sin aporte,día trab.A157y167L16713 D113/96",0,6
2016,68,2,"Comp.alimentación c/aporte",0,6
2016,69,0,"Otros beneficios al personal",0,6
2016,69,2,"Compensación por perfeccionamiento técnico-DGCasinos",0,6
2016,69,3,"Prima por asistencia social-DGCasinos",0,6
2016,69,4,"Compensación por vestimenta-DGCasinos",0,6
2016,71,0,"Prima por matrimonio",0,7
2016,72,0,"Hogar constituído",0,7
2016,72,1,"Hogar Constituido Agreg.Com Ext.",0,7
2016,73,0,"Prima por nacimiento",0,7
2016,74,0,"Prestaciones por hijo",0,7
2016,74,1,"Prestaciones por hijo Agreg.Com.Exter.",0,7
2016,77,0,"Comp. por  hijo func. en el exterior y Dif. coef.",0,7
2016,78,0,"Prestaciones por salario vacacional",0,7
2016,79,0,"Otros beneficios familiares",0,7
2016,79,1,"Prima Solidaria Familiar MDN A80 L17930",0,7
2016,81,0,"Aporte patronal sistema seguridad social s/retrib.",0,8
2016,81,1,"Aporte patronal funciones permanentes en el Exterior",0,8
2016,82,0,"Otros aportes patronales sobre retribuciones a F.N.V.",0,8
2016,82,1,"Otros aport. patrs. s/retribs a F.N.V.-func.perm.en Exterior",0,8
2016,83,0,"Aporte patronal por Serv.Bonif.(Cód.Ret.3.05)",0,8
2016,85,0,"Complemento Contribución Patronal cuota mutual",0,8
2016,86,0,"Aporte patronal a Fondo Reconv. Laboral",0,8
2016,87,0,"Aporte patronal a FONASA",0,8
2016,87,1,"Aporte patronal a FONASA-func.perm. en el Exterior",0,8
2016,88,0,"Pago Seguro Contratado con el Banco Seguros del Estado",0,8
2016,89,0,"Otras cargas legales sobre servicios personales",0,8
2016,91,0,"Retribuciones de ejercicios vencidos A49 L17930",0,9
2016,91,8,"Economías ejercicios vencidos 2008",0,9
2016,91,9,"Economías ejercicios vencidos 2009",0,9
2016,91,10,"Economías ejercicios vencidos 2010",0,9
2016,91,11,"Economías ejercicios vencidos 2011",0,9
2016,91,12,"Economías ejercicios vencidos 2012",0,9
2016,91,13,"Economías ejercicios vencidos 2013",0,9
2016,91,14,"Economías ejercicios vencidos 2014",0,9
2016,91,15,"Economías ejercicios vencidos 2015",0,9
2016,92,0,"Partidas globales a distribuir",0,9
2016,92,1,"Partida global a distribuir p/contratos del PNUD",0,9
2016,92,2,"Partida global a distribuir p/ Adscriptos",0,9
2016,92,3,"Partida a distribuir proveniente del A4 i2 L17904",0,9
2016,92,4,"Partida global para reformulación de estructuras",0,9
2016,92,5,"Partida global para escalafón conducción",0,9
2016,92,6,"Partida globlal por cese de incentivo por retiro",0,9
2016,92,7,"Partida global p/reestructuras A6 L18362",0,9
2016,92,8,"Partida Indisponible (ver detalle)",0,9
2016,92,9,"Fondo de Suplencias en Centros Asistenciales",0,9
2016,94,0,"Fdo p/financiar cargos o func.a personas c/discapacidad",0,9
2016,95,0,"Fondos Presupuestales",0,9
2016,95,2,"Fondo para Contratos Temporales Dcho. Público",0,9
2016,95,3,"Fondo para Contrataciones Cachet",0,9
2016,95,4,"Fondo para Contratos Laborales",0,9
2016,95,5,"Fondo p/financiar funciones transitorias y de conducción",0,9
2016,95,6,"Fondo para Contrato de Trabajo",0,9
2016,95,999,"Reserva de crédito contratos a término",0,9
2016,97,11,"Partida a Reasignar proveniente de Economías",0,9
2016,98,0,"Serv.Personales  para uso excl.Entes Descentr.Pto.Nal.",0,9
2016,98,1,"Partida Ley N° 19310 A 3",0,9
2016,98,5,"Partida Ley N° 19310 Equiparados",0,9
2016,99,0,"Otras retribuciones",0,9
2016,99,1,"Partida Proyectada",0,9
2016,99,2,"Financiaciòn de Estructuras Organizativas",0,9
2016,99,3,"Retribribuciones Personales p/distribución Grupo 0.",0,9
2016,99,95,"Partida para Recomposición de Estructuras Remunerativas",0,9
2016,99,98,"Partida condicinada a los requisitos A717 L18719-A271L18996",0,9
2016,99,99,"Partida global SIMPLI a nivel de Inciso",0,9
2016,111,0,"Alimentos para personas",1,1
2016,111,1,"Alimentos para personas adquiridos a través de U.C.A.A.",1,1
2016,112,0,"Alimento para animales",1,1
2016,113,0,"Productos pecuarios",1,1
2016,114,0,"Productos agroforestales y sus manufacturas",1,1
2016,115,0,"Materias primas agropecuarias y forestales",1,1
2016,116,0,"Materias primas de origen acuático",1,1
2016,119,0,"Otros",1,1
2016,121,0,"Hilados y telas",1,2
2016,122,0,"Prendas de vestir",1,2
2016,122,1,"Diferencia Reintegro por concepto de Equipo Oficiales MDN",1,2
2016,122,2,"Equipos para el personal de vigilancia en playas",1,2
2016,122,3,"Uniformes área asistencial-Sector Salúd",1,2
2016,122,4,"Uniformes área no asistencial-Sector Salúd",1,2
2016,122,5,"Ropa usuarios internación-Sector Salúd",1,2
2016,122,301,"???????Dif. reintegro p/Equipos Oficiales-Militar",1,2
2016,123,0,"Confecciones textiles",1,2
2016,124,0,"Cuero, pieles y similares",1,2
2016,129,0,"Otros",1,2
2016,131,0,"Papeles de oficina",1,3
2016,132,0,"Productos de papel y cartón",1,3
2016,133,0,"Formularios , impresos  y similares",1,3
2016,134,0,"Productos de artes gráficas",1,3
2016,135,0,"Libros, revistas y otras publicaciones",1,3
2016,135,1,"Libros, revistas, art.tecnicos, guias en formato digital",1,3
2016,136,0,"Especies timbradas y valoradas",1,3
2016,139,0,"Otros",1,3
2016,141,0,"Combustibles derivados del petróleo",1,4
2016,141,1,"Combustible de aeronaves",1,4
2016,142,0,"Electricidad",1,4
2016,143,0,"Supergas",1,4
2016,144,0,"Carbón mineral",1,4
2016,145,0,"Productos energéticos de origen vegetal",1,4
2016,146,0,"Energía nuclear",1,4
2016,149,0,"Otros",1,4
2016,151,0,"Lubricantes y otros derivados del petróleo",1,5
2016,152,0,"Productos medicinales y farmacéuticos",1,5
2016,152,1,"Vacunas",1,5
2016,152,2,"Medicamentos oncologicos por amparos judiciales",1,5
2016,152,27,"Medicamentos al amparo Ordenanza 692/16 MSP",1,5
2016,153,0,"Productos veterinarios",1,5
2016,154,0,"Compuestos químicos, tintas y pinturas",1,5
2016,154,1,"Oxígeno (UCAMAE)",1,5
2016,154,2,"Reactivos (UCAMAE)",1,5
2016,154,3,"Oxígeno líquido-Sect.Salúd",1,5
2016,154,4,"Oxígeno balones-Sect.Salúd",1,5
2016,155,0,"Abonos, fertilizantes, fumigantes, etc.",1,5
2016,156,0,"Productos plásticos , acrílicos y similares",1,5
2016,157,0,"Artículos de caucho",1,5
2016,158,0,"Municiones y explosivos",1,5
2016,159,0,"Otros",1,5
2016,161,0,"Productos de loza,ceramica y similares",1,6
2016,162,0,"Productos de vidrio",1,6
2016,163,0,"Materiales de construcción",1,6
2016,163,1,"Materiales de construcción -  Convenio",1,6
2016,164,0,"Petróleo y gas natural",1,6
2016,169,0,"Otros",1,6
2016,171,0,"Productos básicos de hierro y acero",1,7
2016,172,0,"Productos básicos metalicos no ferrosos",1,7
2016,173,0,"Accesorios metalicos",1,7
2016,174,0,"Estructuras metalicas acabadas",1,7
2016,175,0,"Material y équipo bélico",1,7
2016,176,0,"Herramientas menores",1,7
2016,179,0,"Otros",1,7
2016,191,0,"Utiles de oficina",1,9
2016,192,0,"Elementos de limpieza y de aseo",1,9
2016,193,0,"Artículos y accesorios eléctricos",1,9
2016,194,0,"Artículos menores médico quirúrgicos",1,9
2016,194,1,"Articulos medicos quirúrgicos p/ gastos por amparos judicial",1,9
2016,194,27,"Artículos menores médico quirúrgico amp.Ordenanza 692/16 MSP",1,9
2016,195,0,"Artículos educacionales, culturales,deportivos y recreativos",1,9
2016,196,0,"Utiles de cocina,comedor,baño",1,9
2016,197,0,"Artículos y accesorios de informática",1,9
2016,198,0,"Repuestos y accesorios",1,9
2016,198,1,"Repuestos y Accesorios uso exclus.Incisos 25a27,29,31a34",1,9
2016,198,2,"Dispositivo de Control Vehicular ANCAP-Clearing",1,9
2016,198,3,"Repuestos y accesorios-equip.médicos-Sect.Salúd",1,9
2016,198,4,"Repuestos y accesorios-transporte-Sect.Salúd",1,9
